"phenotype","symbol"
"Cardiomyopathy, dilated, 1LL, 615373 (3)","PRDM16"
"Cataract 27, nuclear progressive (2)","CTRCT27"
"Dystonia 9, 601042 (3)","EIG12"
"Glutaric aciduria III, 231690 (3)","GA3"
"Pachyonychia congenita 1, 167200 (3)","KRT16"
"Systemic lupus erythematosus 16, 614420 (3)","DNASE1L3"
"Immunodeficiency, common variable, 10, 615577 (3)","CVID10"
"Juvenile polyposis syndrome, infantile form, 174900 (3)","ALK3"
"Nevus, epidermal, somatic, 162900 (3)","MCAP"
"{Macular degeneration, age-related, 12}, 613784 (3)","GPR13"
"Mental retardation, autosomal recessive 51, 616739 (3)","HNMT"
"?XFE progeroid syndrome, 610965 (3)","ERCC4"
"Nephrotic syndrome, type 12, 616892 (3)","KIAA0095"
"Senior-Loken syndrome 7, 613615 (3)","SDCCAG8"
"{Bardet-Biedl syndrome 14, modifier of}, 615991 (3)","JBTS6"
"Cleft palate, psychomotor retardation, and distinctive facial features, 616728 (3)","AOF2"
"Donnai-Barrow syndrome, 222448 (3)","DBS"
"DNA topoisomerase II, resistance to inhibition of, by amsacrine (3)","TOP2"
"Fibromatosis, gingival, 3 (2)","HGF3"
"Deafness, autosomal dominant 3A, 601544 (3)","DFNA3A"
"{Schizophrenia 15}, 613950 (3)","SCZD15"
"Epileptic encephalopathy, early infantile, 19, 615744 (3)","EIEE19"
"Holocarboxylase synthetase deficiency, 253270 (3)","HLCS"
"Sebaceous tumors, somatic (3)","LEF1"
"Fetal hemoglobin quantitative trait locus 2 (2)","FCP"
"Mental retardation, X-linked 2 (2)","MRX2"
"Ectopia lentis et pupillae, 225200 (3)","TSRC1"
"Episodic ataxia, type 6, 612656 (3)","SLC1A3"
"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)","NEPPK"
"Mental retardation, X-linked 102, 300958 (3)","MRX102"
"Portal hypertension, noncirrhotic, 617068 (3)","PEOB4"
"Hystrix-like ichthyosis with deafness, 602540 (3)","GJB2"
"Epidermolysis bullosa simplex with muscular dystrophy, 226670 (3)","EBSPA"
"Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type, 608971 (3)","IL7RA"
"Mucolipidosis IV, 252650 (3)","MCOLN1"
"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14, 615350 (3)","MDDGB14"
"Epileptic encephalopathy, early infantile, 54, 617391 (3)","HNRNPU"
"?Myasthenic syndrome, congenital, 23, presynaptic, 618197 (3)","SLC25A1"
"?Spinocerebellar ataxia 48, 618093 (3)","SCA48"
"Fibromatosis, gingival, 2 (2)","GGF2"
"Joubert syndrome 8, 612291 (3)","ARL13B"
"{Macular degeneration, age-related, reduced risk of}, 603075 (3)","HFL1"
"?Retinitis pigmentosa 67, 615565 (3)","NEK2"
"Acrokeratosis verruciformis, 101900 (3)","DAR"
"Combined oxidative phosphorylation deficiency 7, 613559 (3)","SPG55"
"Neuronopathy, distal hereditary motor, type VI, 604320 (3)","HMN6"
"?Combined oxidative phosphorylation deficiency 29, 616811 (3)","TRX2"
"Paget disease of bone 3, 167250 (3)","PDB3"
"Galloway-Mowat syndrome 4, 617730 (3)","TP53RK"
"Retinitis pigmentosa 57, 613582 (3)","PDE6G"
"Immunodeficiency-centromeric instability-facial anomalies syndrome 4, 616911 (3)","LSH"
"Mental retardation, X-linked, syndromic, Claes-Jensen type, 300534 (3)","JARID1C"
"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3, 609286 (3)","C10orf2"
"Treacher Collins syndrome 3, 248390 (3)","POLR1C"
"Otopalatodigital syndrome, type I, 311300 (3)","OPD2"
"{Asperger syndrome susceptibility, X-linked 1}, 300494 (3)","NLGN3"
"Joubert syndrome 18, 614815 (3)","TECT3"
"Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss, 155100 (3)","MHA"
"Leukemia, acute myeloid, 601626 (1)","SH3GL1"
"Dyskeratosis congenita, autosomal dominant 4, 615190 (3)","RTEL1"
"Immunodeficiency 9, 612782 (3)","TMEM142A"
"Epileptic encephalopathy, infantile or early childhood, 3, 618012 (3)","ARCL2D"
"Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development, 618124 (3)","MAP80"
"C4B deficiency, 614379 (3)","C4F"
"Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, 618060 (3)","RORA"
"Cutis laxa, autosomal recessive, type IIA, 219200 (3)","ARCL2A"
"{Synovitis, chronic, susceptibility to} (3)","SPDA1"
"Cerebral amyloid angiopathy, PRNP-related, 137440 (3)","PRIP"
"Glioblastoma, somatic, 137800 (3)","NEU"
"Seckel syndrome 5, 613823 (3)","KIAA0912"
"Ovarian cancer, somatic, (3)","ERBB2"
"{Diabetes mellitus, type II, susceptibility to}, 125853 (3)","PDX1"
"46XX sex reversal 1, 400045 (3)","TDF"
"Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type), 615471 (3)","MTDPS13"
"Epileptic encephalopathy, early infantile, 1, 308350 (3)","MRX43"
"[Blood group, Scianna system], 111750 (3)","SC"
"Hemorrhagic diathesis due to antithrombin Pittsburgh, 613490 (3)","AAT"
"?Spermatogenic failure 30, 618110 (3)","C14orf75"
"?Ovarian dysgenesis 6, 618078 (3)","NUP84"
"?Retinitis pigmentosa 23, 300424 (3)","OFD1"
"Arthrogryposis, distal, with impaired proprioception and touch, 617146 (3)","DA5"
"{Asthma-related traits, susceptibility to, 6} (2)","ASRT6"
"Immunodeficiency 23, 615816 (3)","PGM3"
"{Psoriatic arthritis, susceptibility to}, 607507 (2)","IBD1"
"Anemia, hypochromic microcytic, with iron overload 1, 206100 (3)","NRAMP2"
"Spinocerebellar ataxia, autosomal recessive 7, 609270 (3)","CLN2"
"Thrombocytopenia, neonatal alloimmune, BAK antigen related (3)","GP2B"
"Congenital disorder of glycosylation, type IIh, 611182 (3)","COG8"
"Myopathy, distal, 4, 614065 (3)","MFM5"
"Cone-rod dystrophy, X-linked, 1, 304020 (3)","RP15"
"Mental retardation with language impairment and with or without autistic features, 613670 (3)","QRF1"
"Diarrhea 9, 618168 (3)","WNT13"
"Mucopolysaccharidosis Is, 607016 (3)","IDUA"
"Thrombocytopenia, neonatal alloimmune, BAK antigen related (3)","ITGA2B"
"Peroxisome biogenesis disorder 6B, 614871 (3)","NALD"
"Blue cone monochromacy, 303700 (3)","GCP"
"Zimmermann-Laband syndrome 1, 135500 (3)","TMBTS"
"Goiter, multinodular 1, with or without Sertoli-Leydig cell tumors, 138800 (3)","HERNA"
"MASA syndrome, 303350 (3)","L1CAM"
"Congenital heart defects, multiple types, 4, 615779 (3)","CHTD4"
"Chromosome 17q21.31 duplication syndrome (4)","DUP17q21.31"
"Keratoderma, palmoplantar, with deafness, 148350 (3)","HID"
"Heinz body anemia, 140700 (3)","HBH"
"Neuropathy, distal hereditary motor, type VA, 600794 (3)","GARS"
"{Hemolytic uremic syndrome, atypical, susceptibility to, 4}, 612924 (3)","GBG"
"Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2, 616779 (3)","CARASIL"
"Succinyl CoA:3-oxoacid CoA transferase deficiency, 245050 (3)","OXCT"
"Immunodeficiency 56, 615207 (3)","IL21R"
"Chondrodysplasia punctata, X-linked dominant, 302960 (3)","EBP"
"Cardiomyopathy, hypertrophic, 23, with or without LVNC, 612158 (3)","CMD1AA"
"Congenital disorder of glycosylation, type Ih, 608104 (3)","PCLD3"
"Optic atrophy 10 with or without ataxia, mental retardation, and seizures, 616732 (3)","OPA10"
"Nephropathy with pretibial epidermolysis bullosa and deafness, 609057 (3)","PETA3"
"{Parkinson disease 13}, 610297 (3)","MGCA8"
"Epidermolysis bullosa simplex, autosomal recessive 2, 615425 (3)","HSAN6"
"[Blood group, Radin], 111620 (3)","SC"
"{Norwalk virus infection, resistance to} (3)","FUT2"
"?Marden-Walker syndrome, 248700 (3)","MWKS"
"Meckel syndrome 2, 603194 (3)","JBTS2"
"Coffin-Siris syndrome 6, 617808 (3)","ARID2"
"Dyskeratosis congenita, autosomal recessive 5, 615190 (3)","DKCB5"
"[?Homosexuality, male] (2)","HMS1"
"?Growth hormone deficiency, isolated, type V, 618160 (3)","KIAA1839"
"Osteopetrosis, autosomal recessive 4, 611490 (3)","CLC7"
"UV-sensitive syndrome 1, 600630 (3)","ARMD5"
"?Epilepsy, progressive myoclonic, 9, 616540 (3)","LMN2"
"Erythrocytosis, familial, 3, 609820 (3)","SM20"
"Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3)","KIAA0090"
"Microphthalmia, isolated 8, 615113 (3)","ALDH1A3"
"Pancreatic cancer/melanoma syndrome, 606719 (3)","CMM2"
"?Mental retardation, autosomal recessive 63, 618095 (3)","MRD53"
"Polyglucosan body myopathy 2, 616199 (3)","GYG1"
"Dihydrolipoamide dehydrogenase deficiency, 246900 (3)","DLDD"
"Anterior segment dysgenesis 4, 137600 (3)","ASGD4"
"Cardiomyopathy, dilated, 1U, 613694 (3)","PSEN1"
"{Prostate cancer, hereditary, 15} (2)","HPC15"
"Retinitis pigmentosa 4, autosomal dominant or recessive, 613731 (3)","RHO"
"?Spinocerebellar ataxia 41, 616410 (3)","TRP3"
"?Aniridia 2, 617141 (3)","PAX6NEB"
"?Ectodermal dysplasia 7, hair/nail type, 614929 (3)","KRT74"
"Epilepsy, familial temporal lobe, 1, 600512 (3)","ADLTE"
"Febrile seizures, familial, 3B, 613863 (3)","NENA"
"Renal tubular acidosis, distal, AR, 611590 (3)","EPB3"
"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive, 608971 (3)","PTPRC"
"Neuronopathy, distal hereditary motor, type VI, 604320 (3)","SMUBP2"
"Oculodentodigital dysplasia, 164200 (3)","CX43"
"[Bombay phenotype], 616754 (3)","HH"
"Carpal tunnel syndrome, familial, 115430 (3)","PALB"
"{High density lipoprotein cholesterol level QTL 7} (3)","EDN1"
"Aicardi-Goutieres syndrome 2, 610181 (3)","RNASEH2B"
"Hay-Wells syndrome, 106260 (3)","LMS"
"Dyserythropoietic anemia, congenital, type II, 224100 (3)","CWS7"
"?Marden-Walker syndrome, 248700 (3)","DAIPT"
"Craniodiaphyseal dysplasia, autosomal dominant, 122860 (3)","CDD"
"Growth hormone deficiency, isolated, type II, 173100 (3)","IGHD1A"
"Timothy syndrome, 601005 (3)","CCHL1A1"
"{Deep venous thrombosis, protection against}, 300807 (3)","THPH8"
"?Short-rib thoracic dysplasia 5 with or without polydactyly, 614376 (3)","SRTD5"
"{Breast cancer, susceptibility to}, 114480 (3)","PHB"
"{Macular degeneration, age-related, neovascular type}, 610149 (3)","PRSS11"
"Hyperoxaluria, primary, type III, 613616 (3)","HP3"
"{Pancreatitis, hereditary}, 167800 (3)","CF"
"?Stickler syndrome, type V, 614284 (3)","EDM2"
"Amelogenesis imperfecta, type IG (enamel-renal syndrome), 204690 (3)","AI1G"
"Moyamoya disease 5, 614042 (3)","ACTA2"
"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, 615041 (3)","MDDGA10"
"Leber congenital amaurosis 1, 204000 (3)","RCD2"
"{Fibrocalculous pancreatic diabetes, susceptibility to}, 608189 (3)","SPINK1"
"Epilepsy, pyridoxine-dependent, 266100 (3)","ATQ1"
"{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3)","DCTN1"
"Alopecia, androgenetic, 3 (2)","AGA3"
"Nephrotic syndrome, type 1, 256300 (3)","NPHN"
"Hyperglycinuria, 138500 (3)","SLC6A19"
"?Premature ovarian failure 14, 618014 (3)","GDF9"
"Atrioventricular septal defect 3, 600309 (3)","HSS"
"Atrial fibrillation, familial, 3, 607554 (3)","KCNA9"
"Muscular dystrophy, limb-girdle, autosomal recessive 10, 608807 (3)","MPRM"
"Cardiomyopathy, dilated, 1D, 601494 (3)","CMH2"
"Gastrointestinal defects and immunodeficiency syndrome, 243150 (3)","GIDID"
"{Long QT syndrome 1, acquired, susceptibility to}, 192500 (3)","KVLQT1"
"Cone-rod dystrophy 16, 614500 (3)","C8orf37"
"Infantile cerebellar-retinal degeneration, 614559 (3)","ACO2"
"Macular dystrophy with central cone involvement, 616170 (3)","MFSD8"
"Amelogenesis imperfecta, hypomaturation type, IIA6, 617217 (3)","GPR68"
"Bladder cancer, somatic, 109800 (3)","KRAS2"
"Cubitus valgus with mental retardation and unusual facies (2)","CVMRF"
"Charcot-Marie-Tooth disease, recessive intermediate, A, 608340 (3)","CMT2K"
"Corneal dystrophy, Fuchs endothelial, 8, 615523 (3)","FECD8"
"Cholestasis, benign recurrent intrahepatic, 243300 (3)","ATP8B1"
"Craniosynostosis, nonspecific (3)","CFD1"
"Myasthenic syndrome, congenital, 14, with tubular aggregates, 616228 (3)","CMS14"
"Leber congenital amaurosis 12, 610612 (3)","RD3"
"Premature ovarian failure 5, 611548 (3)","POF5"
"Myofibromatosis, infantile, 1, 228550 (3)","KOGS"
"Mental retardation, autosomal recessive, 9/26 (2)","MRT26"
"?Bardet-Biedl syndrome 18, 615995 (3)","BBIP1"
"Brachydactyly, type A1, D, 616849 (3)","ALK6"
"Atrial fibrillation, familial, 10, 614022 (3)","CMD1E"
"Polycystic liver disease 4 with or without kidney cysts, 617875 (3)","BMND1"
"Adrenocortical tumor, somatic, (3)","CNC1"
"Deafness, autosomal dominant 69, unilateral or asymmetric, 616697 (3)","FPHH"
"{Schizophrenia, susceptibility to}, 181500 (3)","NOGOR"
"Autoimmune lymphoproliferative syndrome, type IB, 601859 (3)","APT1LG1"
"Polyposis syndrome, hereditary mixed, 2, 610069 (3)","ALK3"
"Knobloch syndrome, type 1, 267750 (3)","KNO1"
"Thyroid hormone resistance, 188570 (3)","ERBA2"
"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4, 617070 (3)","MTDPS3"
"Cataract 17, multiple types, 611544 (3)","CATCN3"
"?Phosphoenolpyruvate carboxykinase deficiency, cytosolic, 261680 (3)","PCKDC"
"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 (3)","CMT4A"
"Epileptic encephalopathy, early infantile, 6 (Dravet syndrome), 607208 (3)","SCN1A"
"Retinitis pigmentosa 14, 600132 (3)","RP14"
"Ichthyosis, congenital, autosomal recessive 5, 604777 (3)","ARCI5"
"Immunodeficiency 46, 616740 (3)","TFR"
"?Agammaglobulinemia 7, autosomal recessive, 615214 (3)","GRB1"
"{Unipolar depression, susceptibility to}, 608516 (3)","NTPH"
"Cardiomyopathy, dilated, 1MM, 615396 (3)","CMD1MM"
"Lhermitte-Duclos syndrome, 158350 (3)","PTEN"
"[Macrothrombocytopenia] (1)","CHDS7"
"Spermatogenic failure, Y-linked, 1 (4)","DELYq11"
"Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, 611773 (3)","HANAC"
"?Melkersson-Rosenthal syndrome (2)","MROS"
"Brugada syndrome 1, 601144 (3)","CDCD2"
"Neutropenia, severe congenital 4, autosomal recessive, 612541 (3)","UGRP"
"{Psoriasis, protection against}, 605606 (3)","IL23R"
"Advanced sleep phase syndrome, familial, 1, 604348 (3)","KIAA0347"
"[Eosinophil peroxidase deficiency], 261500 (3)","EPXD"
"{Sepsis, susceptibility to} (3)","CASP12P1"
"Catel-Manzke syndrome, 616145 (3)","CATMANS"
"Orofacial cleft 5, 608874 (3)","ECTD3"
"Retinitis pigmentosa 76, 617123 (3)","MDDGC3"
"Albinism, oculocutaneous, type II, 203200 (3)","P"
"Cardiomyopathy, hypertrophic, 16, 613838 (3)","MYOZ2"
"?Deafness, autosomal recessive 91, 613453 (3)","PI6"
"{Accelerated tumor formation, susceptibility to}, 614401 (3)","MDM2"
"Hemophagocytic lymphohistiocytosis, familial, 3, 608898 (3)","UNC13D"
"Hypobetalipoproteinemia, familial, 2, 605019 (3)","FHBL2"
"{Parkinson disease, age of onset, modifier}, 168600 (3)","GLUD2"
"[White blood cell count QTL], 611862 (3)","FY"
"{Osteofibrous dysplasia, susceptibility to}, 607278 (3)","OSFD"
"{Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1}, 614742 (3)","CMM9"
"Roussy-Levy syndrome, 180800 (3)","CMTDID"
"Cutis laxa, autosomal recessive, type IIA, 219200 (3)","WSS"
"Myasthenic syndrome, congenital, 3B, fast-channel, 616322 (3)","CHRND"
"[Skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3)","P"
"Mosaic variegated aneuploidy syndrome 2, 614114 (3)","MVA2"
"Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis, 615704 (3)","FAM111B"
"Pseudopseudohypoparathyroidism, 612463 (3)","GPSA"
"Baller-Gerold syndrome, 218600 (3)","RTS"
"Chromosome 4q21 deletion syndrome (4)","C4DELq21"
"Cardiomyopathy, dilated, 1R, 613424 (3)","ACTC1"
"Osteomalacia, tumor-induced (1)","ADHR"
"?Abruzzo-Erickson syndrome, 302905 (3)","TBX22"
"Chronic granulomatous disease, autosomal, due to deficiency of CYBA, 233690 (3)","CYBA"
"Lujan-Fryns syndrome, 309520 (3)","HOPA"
"46XX sex reversal 1, 400045 (3)","TDY"
"Short-rib thoracic dysplasia 7 with or without polydactyly, 614091 (3)","SRTD7"
"{Nicotine addiction, protection from}, 188890 (3)","P450C2A"
"Otospondylomegaepiphyseal dysplasia, autosomal recessive, 215150 (3)","OSMEDA"
"Leukodystrophy, hypomyelinating, 10, 616420 (3)","PYCR2"
"Short stature, microcephaly, and endocrine dysfunction, 616541 (3)","SSMED"
"Immunodeficiency 46, 616740 (3)","TFRC"
"Hyperphenylalaninemia, BH4-deficient, C, 261630 (3)","QDPR"
"Optic disc anomalies with retinal and/or macular dystrophy, 212550 (3)","SIX6"
"Paragangliomas 2, 601650 (3)","SDH5"
"Bone marrow failure syndrome 5, 618165 (3)","TP53"
"Parkinson disease 15, autosomal recessive, 260300 (3)","FBX"
"Dent disease, 300009 (3)","NPHL1"
"Alazami syndrome, 615071 (3)","LARP7"
"Chromosome 3q13.31 deletion syndrome (4)","DEL3q13.31"
"Craniosynostosis 3, 615314 (3)","CRS3"
"Amelogenesis imperfecta, type IIA3, 613211 (3)","AI2A3"
"Otopalatodigital syndrome, type II, 304120 (3)","NHBP"
"{Autism susceptibility 6} (2)","AUTS6"
"Myopia 26, X-linked, female-limited, 301010 (3)","ARR3"
"Extraoral halitosis due to MTO deficiency, 618148 (3)","SELENBP1"
"Orofacial cleft 8, 618149 (3)","TP63"
"Myelodysplastic syndrome, somatic, 614286 (3)","SAP155"
"Alzheimer disease, type 3, with spastic paraparesis and apraxia, 607822 (3)","PSEN1"
"Perry syndrome, 168605 (3)","HMN7B"
"Deafness, autosomal recessive 1A, 220290 (3)","HID"
"Leukemia, T-cell acute lymphocytic, somatic, 613065 (3)","TCL5"
"Macular dystrophy, retinal, 2, 608051 (3)","RP41"
"[Fasting plasma glucose level QTL 5], 613463 (3)","GKRP"
"Glass syndrome, 612313 (3)","KIAA1034"
"[Blood pressure regulation QTL], 145500 (2)","ATP1B1"
"Schaaf-Yang syndrome, 615547 (3)","SHFYNG"
"Thrombophilia due to protein C deficiency, autosomal dominant, 176860 (3)","PROC"
"?Exercise intolerance, riboflavin-responsive, 616839 (3)","SLC25A32"
"Dubin-Johnson syndrome, 237500 (3)","ABCC2"
"Polycystic liver disease 1, 174050 (3)","PCLD1"
"Chondrocalcinosis 2, 118600 (3)","CMDJ"
"Deafness, autosomal recessive 30, 607101 (3)","DFNB30"
"Cardiofaciocutaneous syndrome 3, 615279 (3)","MEK1"
"Fanconi anemia, complementation group N, 610832 (3)","PNCA3"
"Galloway-Mowat syndrome 3, 617729 (3)","OSGEP"
"Colorectal cancer, somatic, 114500 (3)","BUB1B"
"?Ectodermal dysplasia 7, hair/nail type, 614929 (3)","ADWH"
"Epilepsy, partial, with pericentral spikes (2)","EPPS"
"Papillon-Lefevre syndrome, 245000 (3)","CPPI"
"?Spermatogenic failure 26, 617961 (3)","SPGF26"
"Mismatch repair cancer syndrome, 276300 (3)","MLH1"
"{Age-related hearing impairment 2} (2)","ARHI2"
"Barth syndrome, 302060 (3)","TAZ"
"Cornelia de Lange syndrome 2, 300590 (3)","CDLS2"
"Cardiomyopathy, dilated, 1II, 615184 (3)","MFM2"
"Laurin-Sandrow syndrome, 135750 (3)","LMBR1"
"Troyer syndrome, 275900 (3)","SPG20"
"Vitreoretinopathy with phalangeal epiphyseal dysplasia (3)","COL2A1"
"Meier-Gorlin syndrome 1, 224690 (3)","ORC1L"
"{Systemic lupus erythematosus, susceptibility to, 10}, 612251 (3)","SLEB10"
"Campomelic dysplasia with autosomal sex reversal, 114290 (3)","SOX9"
"Central hypoventilation syndrome, congenital, 209880 (3)","HSCR4"
"Charcot-Marie-Tooth disease, type 1D, 607678 (3)","EGR2"
"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2, 613156 (3)","LGMDR14"
"Amyotrophic lateral sclerosis 18, 614808 (3)","ALS18"
"Hypophosphatemic rickets, 300554 (3)","CLCN5"
"Dystonia 27, 616411 (3)","BTHLM1"
"Corneal dystrophy, posterior polymorphous, 4, 618031 (3)","TFCP2L3"
"Preeclampsia/eclampsia 5, 614595 (3)","CRN"
"Chromosome 2p12-p11.2 deletion syndrome (4)","DEL2p12p11.2"
"Meckel syndrome 5, 611561 (3)","JBTS7"
"[Hereditary persistence of fetal hemoglobin], 613566 (3)","EKLF"
"Fibrosis of extraocular muscles, congenital, 3B, 135700 (3)","CFEOM1"
"Hemophilia B, 306900 (3)","F9"
"Spastic paraplegia 9B, autosomal recessive, 616586 (3)","ADCL3"
"Miller syndrome, 263750 (3)","DHODH"
"{Craniosynostosis 5, susceptibility to}, 615529 (3)","FPP"
"{Delayed sleep phase disorder, susceptibility to}, 614163 (3)","CRY1"
"Paramyotonia congenita, 168300 (3)","SCN4A"
"Short-rib thoracic dysplasia 14 with polydactyly, 616546 (3)","TALPID3"
